Category,Confirmed cases Barisal,Case rate Barisal,Deaths Barisal,Death Rate Barisal,Confirmed cases CTG,Case rate CTG,Deaths CTG,Death Rate CTG,Confirmed cases DHK,Case rate DHK,Deaths DHK,Death Rate DHK,Confirmed cases Khulna,Case rate Khulna,Deaths Khulna,Death Rate Khulna,Confirmed cases MMsingh,Case rate MMsingh,Deaths MMsingh,Death Rate MMsingh,Confirmed cases Rajshahi,Case rate Rajshahi,Deaths Rajshahi,Death Rate Rajshahi,Confirmed cases Rajshahi,Case rate Rajshahi,Deaths Rajshahi,Death Rate Rajshahi,Confirmed cases Sylhet,Case rate Sylhet,Deaths Sylhet,Death Rate Sylhet,Confirmed cases allover Bangladesh,Case rate allover Bangladesh,Deaths allover Bangladesh,Death Rate allover Bangladesh
Dec-20,16,7,30,3.6,188,6,30,3.6,550.00,11.00,30.00,3.60,32.00,6.00,30.00,3.60,13.00,7.00,30.00,3.60,42.00,4.00,30.00,3.60,36.00,14.00,30.00,3.60,19.00,3.00,30.00,3.60,834.00,8.00,30.00,3.60
Dec-20,16,5,24,2.3,193,6,24,2.3,557.00,10.00,24.00,2.30,16.00,4.00,24.00,2.30,3.00,1.00,24.00,2.30,53.00,8.00,24.00,2.30,22.00,9.00,24.00,2.30,6.00,1.00,24.00,2.30,1049.00,8.00,24.00,2.30
Dec-20,25,8,27,2.9,165,5,27,2.9,514.00,10.00,27.00,2.90,29.00,8.00,27.00,2.90,13.00,5.00,27.00,2.90,76.00,9.00,27.00,2.90,28.00,9.00,27.00,2.90,27.00,3.00,27.00,2.90,932.00,7.00,27.00,2.90
Dec-20,20,7,30,2.5,206,6,30,2.5,521.00,9.00,30.00,2.50,23.00,4.00,30.00,2.50,11.00,5.00,30.00,2.50,73.00,7.00,30.00,2.50,22.00,8.00,30.00,2.50,17.00,2.00,30.00,2.50,1181.00,8.00,30.00,2.50
Dec-20,14,4,22,1.8,137,5,22,1.8,512.00,11.00,22.00,1.80,13.00,3.00,22.00,1.80,16.00,8.00,22.00,1.80,68.00,9.00,22.00,1.80,16.00,7.00,22.00,1.80,29.00,4.00,22.00,1.80,1235.00,8.00,22.00,1.80
Dec-20,34,6,28,2.8,193,7,28,2.8,493.00,10.00,28.00,2.80,21.00,5.00,28.00,2.80,10.00,6.00,28.00,2.80,57.00,5.00,28.00,2.80,27.00,9.00,28.00,2.80,15.00,4.00,28.00,2.80,1014.00,8.00,28.00,2.80
Jan-21,5,3,17,1.7,95,4,17,1.7,300.00,9.00,17.00,1.70,7.00,2.00,17.00,1.70,7.00,4.00,17.00,1.70,29.00,6.00,17.00,1.70,23.00,10.00,17.00,1.70,10.00,3.00,17.00,1.70,990.00,8.00,17.00,1.70
Jan-21,14,5,23,3.4,136,5,23,3.4,478.00,11.00,23.00,3.40,33.00,6.00,23.00,3.40,13.00,8.00,23.00,3.40,30.00,3.00,23.00,3.40,6.00,4.00,23.00,3.40,10.00,1.00,23.00,3.40,684.00,7.00,23.00,3.40
Jan-21,7,4,27,3.2,182,6,27,3.2,517.00,10.00,27.00,3.20,11.00,2.00,27.00,3.20,13.00,7.00,27.00,3.20,65.00,12.00,27.00,3.20,16.00,7.00,27.00,3.20,6.00,2.00,27.00,3.20,835.00,8.00,27.00,3.20
Jan-21,4,3,24,2.6,149,4,24,2.6,540.00,9.00,24.00,2.60,25.00,5.00,24.00,2.60,5.00,2.00,24.00,2.60,35.00,3.00,24.00,2.60,22.00,8.00,24.00,2.60,31.00,3.00,24.00,2.60,910.00,8.00,24.00,2.60
Jan-21,13,5,20,2,132,5,20,2,406.00,7.00,20.00,2.00,28.00,4.00,20.00,2.00,9.00,3.00,20.00,2.00,53.00,4.00,20.00,2.00,21.00,7.00,20.00,2.00,25.00,5.00,20.00,2.00,991.00,7.00,20.00,2.00
Jan-21,11,3,17,1.7,175,4,17,1.7,546.00,8.00,17.00,1.70,28.00,5.00,17.00,1.70,2.00,1.00,17.00,1.70,40.00,5.00,17.00,1.70,19.00,7.00,17.00,1.70,32.00,4.00,17.00,1.70,978.00,6.00,17.00,1.70
Jan-21,20,5,31,3.1,190,5,31,3.1,431.00,8.00,31.00,3.10,23.00,3.00,31.00,3.10,12.00,4.00,31.00,3.10,25.00,3.00,31.00,3.10,26.00,6.00,31.00,3.10,32.00,4.00,31.00,3.10,1007.00,7.00,31.00,3.10
Jan-21,16,4,16,2,126,4,16,2,341.00,8.00,16.00,2.00,25.00,4.00,16.00,2.00,8.00,3.00,16.00,2.00,25.00,4.00,16.00,2.00,27.00,7.00,16.00,2.00,12.00,2.00,16.00,2.00,785.00,6.00,16.00,2.00
Jan-21,9,3,22,3.2,192,5,22,3.2,435.00,8.00,22.00,3.20,20.00,4.00,22.00,3.20,3.00,2.00,22.00,3.20,32.00,3.00,22.00,3.20,12.00,5.00,22.00,3.20,11.00,2.00,22.00,3.20,692.00,5.00,22.00,3.20
Jan-21,10,3,25,2.3,153,4,25,2.3,487.00,9.00,25.00,2.30,19.00,4.00,25.00,2.30,14.00,5.00,25.00,2.30,43.00,4.00,25.00,2.30,25.00,7.00,25.00,2.30,14.00,2.00,25.00,2.30,1071.00,8.00,25.00,2.30
Jan-21,7,2,22,2.6,106,3,22,2.6,360.00,7.00,22.00,2.60,32.00,5.00,22.00,2.60,8.00,2.00,22.00,2.60,27.00,2.00,22.00,2.60,12.00,3.00,22.00,2.60,23.00,2.00,22.00,2.60,849.00,6.00,22.00,2.60
Jan-21,10,3,16,2.2,164,5,16,2.2,406.00,7.00,16.00,2.20,46.00,7.00,16.00,2.20,17.00,6.00,16.00,2.20,52.00,3.00,16.00,2.20,33.00,7.00,16.00,2.20,21.00,3.00,16.00,2.20,718.00,5.00,16.00,2.20
Jan-21,12,3,14,1.6,130,3,14,1.6,445.00,8.00,14.00,1.60,16.00,3.00,14.00,1.60,11.00,3.00,14.00,1.60,45.00,3.00,14.00,1.60,19.00,5.00,14.00,1.60,15.00,2.00,14.00,1.60,890.00,6.00,14.00,1.60
Jan-21,16,4,16,2,160,4,16,2,467.00,8.00,16.00,2.00,15.00,3.00,16.00,2.00,9.00,4.00,16.00,2.00,32.00,4.00,16.00,2.00,27.00,8.00,16.00,2.00,24.00,3.00,16.00,2.00,813.00,5.00,16.00,2.00
Jan-21,10,3,13,1.7,92,3,13,1.7,323.00,7.00,13.00,1.70,36.00,5.00,13.00,1.70,5.00,2.00,13.00,1.70,21.00,2.00,13.00,1.70,22.00,8.00,13.00,1.70,9.00,2.00,13.00,1.70,762.00,6.00,13.00,1.70
Jan-21,10,3,21,3.6,103,3,21,3.6,320.00,6.00,21.00,3.60,8.00,1.00,21.00,3.60,10.00,3.00,21.00,3.60,34.00,2.00,21.00,3.60,7.00,3.00,21.00,3.60,9.00,1.00,21.00,3.60,578.00,5.00,21.00,3.60
Jan-21,16,4,23,4,120,4,23,4,442.00,7.00,23.00,4.00,27.00,6.00,23.00,4.00,10.00,4.00,23.00,4.00,30.00,5.00,23.00,4.00,15.00,6.00,23.00,4.00,16.00,2.00,23.00,4.00,569.00,4.00,23.00,4.00
Jan-21,17,5,16,2.3,114,3,16,2.3,368.00,6.00,16.00,2.30,9.00,2.00,16.00,2.30,6.00,2.00,16.00,2.30,49.00,4.00,16.00,2.30,11.00,5.00,16.00,2.30,19.00,2.00,16.00,2.30,697.00,5.00,16.00,2.30
Jan-21,9,3,20,2.8,127,3,20,2.8,339.00,6.00,20.00,2.80,21.00,3.00,20.00,2.80,8.00,3.00,20.00,2.80,62.00,4.00,20.00,2.80,9.00,3.00,20.00,2.80,11.00,1.00,20.00,2.80,702.00,5.00,20.00,2.80
Jan-21,13,4,8,1.2,134,3,8,1.2,386.00,6.00,8.00,1.20,19.00,3.00,8.00,1.20,2.00,1.00,8.00,1.20,40.00,3.00,8.00,1.20,11.00,4.00,8.00,1.20,6.00,1.00,8.00,1.20,656.00,4.00,8.00,1.20
Jan-21,4,1,16,2.7,140,3,16,2.7,318.00,6.00,16.00,2.70,14.00,3.00,16.00,2.70,6.00,3.00,16.00,2.70,41.00,4.00,16.00,2.70,19.00,7.00,16.00,2.70,28.00,4.00,16.00,2.70,584.00,4.00,16.00,2.70
Jan-21,3,1,15,2.4,59,2,15,2.4,272.00,5.00,15.00,2.40,8.00,1.00,15.00,2.40,6.00,2.00,15.00,2.40,25.00,2.00,15.00,2.40,4.00,2.00,15.00,2.40,10.00,1.00,15.00,2.40,619.00,4.00,15.00,2.40
Jan-21,11,4,22,5,92,2,22,5,289.00,6.00,22.00,5.00,29.00,5.00,22.00,5.00,9.00,5.00,22.00,5.00,18.00,2.00,22.00,5.00,15.00,4.00,22.00,5.00,12.00,2.00,22.00,5.00,436.00,4.00,22.00,5.00
Jan-21,23,6,20,4.2,103,3,20,4.2,269.00,5.00,20.00,4.20,10.00,2.00,20.00,4.20,6.00,3.00,20.00,4.20,33.00,4.00,20.00,4.20,16.00,5.00,20.00,4.20,46.00,5.00,20.00,4.20,473.00,3.00,20.00,4.20
Jan-21,6,2,18,3,104,2,18,3,288.00,5.00,18.00,3.00,8.00,1.00,18.00,3.00,10.00,3.00,18.00,3.00,26.00,3.00,18.00,3.00,8.00,3.00,18.00,3.00,31.00,3.00,18.00,3.00,602.00,4.00,18.00,3.00
Jan-21,7,2,14,2.7,97,2,14,2.7,278.00,5.00,14.00,2.70,10.00,1.00,14.00,2.70,4.00,1.00,14.00,2.70,35.00,3.00,14.00,2.70,12.00,4.00,14.00,2.70,27.00,3.00,14.00,2.70,515.00,4.00,14.00,2.70
Jan-21,7,2,17,3.2,101,2,17,3.2,281.00,4.00,17.00,3.20,6.00,1.00,17.00,3.20,3.00,1.00,17.00,3.20,32.00,3.00,17.00,3.20,6.00,2.00,17.00,3.20,12.00,1.00,17.00,3.20,528.00,3.00,17.00,3.20
Jan-21,11,4,15,2.9,69,2,15,2.9,272.00,5.00,15.00,2.90,6.00,1.00,15.00,2.90,3.00,1.00,15.00,2.90,25.00,3.00,15.00,2.90,13.00,5.00,15.00,2.90,15.00,2.00,15.00,2.90,509.00,3.00,15.00,2.90
Jan-21,9,3,7,1.5,60,2,7,1.5,226.00,5.00,7.00,1.50,11.00,2.00,7.00,1.50,4.00,2.00,7.00,1.50,17.00,2.00,7.00,1.50,11.00,4.00,7.00,1.50,7.00,1.00,7.00,1.50,454.00,4.00,7.00,1.50
Jan-21,7,3,17,4.7,89,3,17,4.7,200.00,5.00,17.00,4.70,9.00,2.00,17.00,4.70,3.00,1.00,17.00,4.70,28.00,4.00,17.00,4.70,5.00,3.00,17.00,4.70,7.00,1.00,17.00,4.70,363.00,3.00,17.00,4.70
Jan-21,8,3,16,4.3,75,2,16,4.3,260.00,5.00,16.00,4.30,7.00,1.00,16.00,4.30,6.00,3.00,16.00,4.30,22.00,4.00,16.00,4.30,2.00,1.00,16.00,4.30,17.00,2.00,16.00,4.30,369.00,3.00,16.00,4.30
Feb-21,6,2,10,2.3,141,3,10,2.3,235.00,4.00,10.00,2.30,17.00,3.00,10.00,2.30,7.00,3.00,10.00,2.30,39.00,4.00,10.00,2.30,8.00,3.00,10.00,2.30,10.00,1.00,10.00,2.30,443.00,4.00,10.00,2.30
Feb-21,9,2,12,2.3,98,3,12,2.3,243.00,4.00,12.00,2.30,13.00,2.00,12.00,2.30,10.00,4.00,12.00,2.30,29.00,2.00,12.00,2.30,7.00,3.00,12.00,2.30,5.00,1.00,12.00,2.30,525.00,4.00,12.00,2.30
Feb-21,4,1,13,3,79,2,13,3,215.00,3.00,13.00,3.00,8.00,1.00,13.00,3.00,4.00,1.00,13.00,3.00,26.00,3.00,13.00,3.00,8.00,3.00,13.00,3.00,19.00,2.00,13.00,3.00,438.00,3.00,13.00,3.00
Feb-21,9,2,13,2.7,128,3,13,2.7,251.00,4.00,13.00,2.70,15.00,2.00,13.00,2.70,5.00,2.00,13.00,2.70,34.00,4.00,13.00,2.70,7.00,3.00,13.00,2.70,16.00,2.00,13.00,2.70,485.00,3.00,13.00,2.70
Feb-21,7,2,7,1.6,33,1,7,1.6,156.00,4.00,7.00,1.60,11.00,2.00,7.00,1.60,3.00,1.00,7.00,1.60,24.00,3.00,7.00,1.60,7.00,3.00,7.00,1.60,5.00,0.00,7.00,1.60,435.00,3.00,7.00,1.60
Feb-21,7,2,8,2.6,76,2,8,2.6,156.00,3.00,8.00,2.60,5.00,1.00,8.00,2.60,3.00,1.00,8.00,2.60,21.00,2.00,8.00,2.60,2.00,1.00,8.00,2.60,1.00,0.00,8.00,2.60,305.00,3.00,8.00,2.60
Feb-21,11,4,15,5.1,101,3,15,5.1,184.00,3.00,15.00,5.10,7.00,1.00,15.00,5.10,4.00,2.00,15.00,5.10,18.00,3.00,15.00,5.10,6.00,2.00,15.00,5.10,1.00,0.00,15.00,5.10,292.00,2.00,15.00,5.10
Feb-21,9,3,16,5.1,100,2,16,5.1,215.00,4.00,16.00,5.10,11.00,2.00,16.00,5.10,5.00,2.00,16.00,5.10,19.00,2.00,16.00,5.10,4.00,2.00,16.00,5.10,4.00,0.00,16.00,5.10,316.00,2.00,16.00,5.10
Feb-21,2,1,8,2.1,85,2,8,2.1,183.00,3.00,8.00,2.10,19.00,3.00,8.00,2.10,7.00,3.00,8.00,2.10,20.00,2.00,8.00,2.10,11.00,2.00,8.00,2.10,17.00,2.00,8.00,2.10,387.00,3.00,8.00,2.10
Feb-21,5,1,10,2.6,85,2,10,2.6,231.00,4.00,10.00,2.60,16.00,2.00,10.00,2.60,7.00,2.00,10.00,2.60,15.00,1.00,10.00,2.60,6.00,2.00,10.00,2.60,14.00,1.00,10.00,2.60,388.00,3.00,10.00,2.60
Feb-21,10,3,9,2.2,98,2,9,2.2,206.00,4.00,9.00,2.20,16.00,2.00,9.00,2.20,1.00,0.00,9.00,2.20,15.00,2.00,9.00,2.20,9.00,3.00,9.00,2.20,15.00,2.00,9.00,2.20,418.00,3.00,9.00,2.20
Feb-21,9,3,5,1.2,70,2,5,1.2,171.00,4.00,5.00,1.20,19.00,3.00,5.00,1.20,4.00,2.00,5.00,1.20,17.00,2.00,5.00,1.20,6.00,3.00,5.00,1.20,12.00,1.00,5.00,1.20,404.00,3.00,5.00,1.20
Feb-21,5,2,13,4.5,101,3,13,4.5,143.00,3.00,13.00,4.50,4.00,1.00,13.00,4.50,1.00,1.00,13.00,4.50,18.00,1.00,13.00,4.50,8.00,5.00,13.00,4.50,8.00,1.00,13.00,4.50,291.00,2.00,13.00,4.50
Feb-21,5,1,8,2.5,96,2,8,2.5,208.00,4.00,8.00,2.50,6.00,1.00,8.00,2.50,20.00,7.00,8.00,2.50,18.00,3.00,8.00,2.50,8.00,2.00,8.00,2.50,16.00,2.00,8.00,2.50,326.00,3.00,8.00,2.50
Feb-21,4,1,11,2.5,83,2,11,2.5,193.00,4.00,11.00,2.50,23.00,3.00,11.00,2.50,7.00,2.00,11.00,2.50,20.00,2.00,11.00,2.50,6.00,2.00,11.00,2.50,13.00,1.00,11.00,2.50,446.00,3.00,11.00,2.50
Feb-21,4,1,13,3.3,108,3,13,3.3,229.00,3.00,13.00,3.30,5.00,1.00,13.00,3.30,7.00,3.00,13.00,3.30,27.00,2.00,13.00,3.30,5.00,2.00,13.00,3.30,11.00,1.00,13.00,3.30,396.00,3.00,13.00,3.30
Feb-21,4,1,16,3.6,115,3,16,3.6,201.00,4.00,16.00,3.60,20.00,3.00,16.00,3.60,1.00,0.00,16.00,3.60,28.00,2.00,16.00,3.60,7.00,2.00,16.00,3.60,32.00,3.00,16.00,3.60,443.00,3.00,16.00,3.60
Feb-21,3,1,15,3.8,97,2,15,3.8,195.00,3.00,15.00,3.80,14.00,2.00,15.00,3.80,2.00,1.00,15.00,3.80,23.00,2.00,15.00,3.80,3.00,1.00,15.00,3.80,11.00,1.00,15.00,3.80,391.00,3.00,15.00,3.80
Feb-21,7,2,8,2,64,2,8,2,170.00,4.00,8.00,2.00,10.00,2.00,8.00,2.00,2.00,1.00,8.00,2.00,18.00,3.00,8.00,2.00,3.00,2.00,8.00,2.00,16.00,2.00,8.00,2.00,406.00,3.00,8.00,2.00
Feb-21,4,1,5,1.4,65,2,5,1.4,128.00,3.00,5.00,1.40,22.00,4.00,5.00,1.40,1.00,0.00,5.00,1.40,30.00,2.00,5.00,1.40,3.00,2.00,5.00,1.40,10.00,1.00,5.00,1.40,350.00,3.00,5.00,1.40
Feb-21,4,1,7,2.1,92,2,7,2.1,151.00,4.00,7.00,2.10,2.00,0.00,7.00,2.10,1.00,0.00,7.00,2.10,7.00,1.00,7.00,2.10,6.00,3.00,7.00,2.10,24.00,2.00,7.00,2.10,327.00,2.00,7.00,2.10
Feb-21,6,2,7,1.9,98,2,7,1.9,192.00,4.00,7.00,1.90,16.00,2.00,7.00,1.90,2.00,1.00,7.00,1.90,16.00,2.00,7.00,1.90,4.00,2.00,7.00,1.90,10.00,1.00,7.00,1.90,366.00,3.00,7.00,1.90
Feb-21,8,2,18,4.5,118,3,18,4.5,214.00,4.00,18.00,4.50,7.00,1.00,18.00,4.50,4.00,1.00,18.00,4.50,12.00,1.00,18.00,4.50,3.00,1.00,18.00,4.50,10.00,1.00,18.00,4.50,399.00,3.00,18.00,4.50
Feb-21,2,1,5,1.2,103,2,5,1.2,228.00,4.00,5.00,1.20,14.00,2.00,5.00,1.20,,,5.00,1.20,14.00,1.00,5.00,1.20,7.00,2.00,5.00,1.20,12.00,1.00,5.00,1.20,428.00,3.00,5.00,1.20
Feb-21,5,1,5,1.2,117,2,5,1.2,247.00,4.00,5.00,1.20,14.00,2.00,5.00,1.20,1.00,0.00,5.00,1.20,20.00,2.00,5.00,1.20,6.00,1.00,5.00,1.20,14.00,2.00,5.00,1.20,410.00,3.00,5.00,1.20
Feb-21,3,1,11,2.3,98,2,11,2.3,203.00,4.00,11.00,2.30,9.00,2.00,11.00,2.30,1.00,0.00,11.00,2.30,13.00,1.00,11.00,2.30,1.00,1.00,11.00,2.30,12.00,1.00,11.00,2.30,470.00,3.00,11.00,2.30
Feb-21,7,2,5,1.2,82,2,5,1.2,240.00,6.00,5.00,1.20,5.00,1.00,5.00,1.20,4.00,2.00,5.00,1.20,8.00,1.00,5.00,1.20,6.00,3.00,5.00,1.20,26.00,2.00,5.00,1.20,407.00,3.00,5.00,1.20
Feb-21,5,2,8,2.1,155,3,8,2.1,302.00,5.00,8.00,2.10,8.00,1.00,8.00,2.10,4.00,1.00,8.00,2.10,17.00,3.00,8.00,2.10,2.00,1.00,8.00,2.10,22.00,2.00,8.00,2.10,385.00,3.00,8.00,2.10
Mar-21,7,2,8,1.4,143,3,8,1.4,304.00,5.00,8.00,1.40,10.00,1.00,8.00,1.40,7.00,3.00,8.00,1.40,13.00,1.00,8.00,1.40,6.00,2.00,8.00,1.40,18.00,2.00,8.00,1.40,585.00,4.00,8.00,1.40
Mar-21,4,1,7,1.4,133,3,7,1.4,364.00,6.00,7.00,1.40,10.00,1.00,7.00,1.40,2.00,1.00,7.00,1.40,18.00,1.00,7.00,1.40,4.00,2.00,7.00,1.40,7.00,1.00,7.00,1.40,515.00,3.00,7.00,1.40
Mar-21,10,2,5,0.8,147,3,5,0.8,385.00,6.00,5.00,0.80,9.00,1.00,5.00,0.80,3.00,1.00,5.00,0.80,10.00,1.00,5.00,0.80,5.00,2.00,5.00,0.80,30.00,3.00,5.00,0.80,614.00,4.00,5.00,0.80
Mar-21,8,2,7,1.1,150,4,7,1.1,319.00,6.00,7.00,1.10,13.00,2.00,7.00,1.10,4.00,2.00,7.00,1.10,26.00,3.00,7.00,1.10,7.00,3.00,7.00,1.10,21.00,2.00,7.00,1.10,619.00,4.00,7.00,1.10
Mar-21,5,2,6,0.9,100,3,6,0.9,262.00,6.00,6.00,0.90,11.00,2.00,6.00,0.90,9.00,3.00,6.00,0.90,16.00,2.00,6.00,0.90,9.00,3.00,6.00,0.90,19.00,2.00,6.00,0.90,635.00,5.00,6.00,0.90
Mar-21,7,3,10,1.9,133,3,10,1.9,353.00,7.00,10.00,1.90,6.00,1.00,10.00,1.90,8.00,4.00,10.00,1.90,20.00,2.00,10.00,1.90,5.00,2.00,10.00,1.90,21.00,2.00,10.00,1.90,540.00,4.00,10.00,1.90
Mar-21,7,2,11,1.8,180,4,11,1.8,478.00,8.00,11.00,1.80,9.00,1.00,11.00,1.80,4.00,1.00,11.00,1.80,26.00,3.00,11.00,1.80,4.00,2.00,11.00,1.80,32.00,2.00,11.00,1.80,606.00,4.00,11.00,1.80
Mar-21,10,3,14,1.7,168,3,14,1.7,517.00,8.00,14.00,1.70,16.00,2.00,14.00,1.70,9.00,3.00,14.00,1.70,16.00,1.00,14.00,1.70,12.00,4.00,14.00,1.70,5.00,0.00,14.00,1.70,845.00,5.00,14.00,1.70
Mar-21,12,3,13,1.4,160,3,13,1.4,633.00,10.00,13.00,1.40,17.00,2.00,13.00,1.40,6.00,2.00,13.00,1.40,26.00,2.00,13.00,1.40,16.00,6.00,13.00,1.40,23.00,2.00,13.00,1.40,912.00,5.00,13.00,1.40
Mar-21,10,2,7,0.7,211,4,7,0.7,583.00,8.00,7.00,0.70,16.00,2.00,7.00,0.70,12.00,4.00,7.00,0.70,26.00,2.00,7.00,0.70,17.00,5.00,7.00,0.70,38.00,3.00,7.00,0.70,1018.00,6.00,7.00,0.70
Mar-21,13,3,6,0.6,199,4,6,0.6,703.00,11.00,6.00,0.60,22.00,3.00,6.00,0.60,10.00,4.00,6.00,0.60,37.00,2.00,6.00,0.60,17.00,5.00,6.00,0.60,19.00,1.00,6.00,0.60,1051.00,6.00,6.00,0.60
Mar-21,9,3,13,1.2,148,4,13,1.2,597.00,11.00,13.00,1.20,9.00,2.00,13.00,1.20,4.00,2.00,13.00,1.20,19.00,2.00,13.00,1.20,9.00,5.00,13.00,1.20,19.00,2.00,13.00,1.20,1066.00,7.00,13.00,1.20
Mar-21,10,3,12,1.2,205,4,12,1.2,736.00,12.00,12.00,1.20,39.00,6.00,12.00,1.20,3.00,1.00,12.00,1.20,30.00,2.00,12.00,1.20,8.00,3.00,12.00,1.20,24.00,2.00,12.00,1.20,1014.00,6.00,12.00,1.20
Mar-21,19,5,18,1.6,287,6,18,1.6,1090.00,14.00,18.00,1.60,21.00,3.00,18.00,1.60,8.00,3.00,18.00,1.60,31.00,4.00,18.00,1.60,26.00,7.00,18.00,1.60,44.00,3.00,18.00,1.60,1159.00,7.00,18.00,1.60
Mar-21,23,6,26,1.5,267,5,26,1.5,1074.00,13.00,26.00,1.50,46.00,5.00,26.00,1.50,3.00,1.00,26.00,1.50,40.00,2.00,26.00,1.50,24.00,5.00,26.00,1.50,34.00,3.00,26.00,1.50,1773.00,9.00,26.00,1.50
Mar-21,24,4,26,1.5,243,5,26,1.5,1205.00,13.00,26.00,1.50,42.00,5.00,26.00,1.50,8.00,2.00,26.00,1.50,40.00,3.00,26.00,1.50,18.00,4.00,26.00,1.50,36.00,3.00,26.00,1.50,1719.00,8.00,26.00,1.50
Mar-21,27,6,11,0.6,260,5,11,0.6,1210.00,15.00,11.00,0.60,46.00,6.00,11.00,0.60,12.00,3.00,11.00,0.60,54.00,4.00,11.00,0.60,26.00,6.00,11.00,0.60,59.00,4.00,11.00,0.60,1865.00,8.00,11.00,0.60
Mar-21,33,7,16,0.7,343,7,16,0.7,1337.00,16.00,16.00,0.70,32.00,4.00,16.00,0.70,11.00,3.00,16.00,0.70,69.00,7.00,16.00,0.70,24.00,6.00,16.00,0.70,62.00,5.00,16.00,0.70,2187.00,10.00,16.00,0.70
Mar-21,19,4,18,0.9,270,6,18,0.9,1203.00,16.00,18.00,0.90,29.00,4.00,18.00,0.90,13.00,4.00,18.00,0.90,89.00,6.00,18.00,0.90,12.00,4.00,18.00,0.90,28.00,2.00,18.00,0.90,1899.00,10.00,18.00,0.90
Mar-21,17,5,26,1.4,270,6,26,1.4,1321.00,17.00,26.00,1.40,36.00,5.00,26.00,1.40,17.00,6.00,26.00,1.40,54.00,5.00,26.00,1.40,11.00,3.00,26.00,1.40,29.00,2.00,26.00,1.40,1868.00,9.00,26.00,1.40
Mar-21,47,10,22,1,385,7,22,1,1561.00,16.00,22.00,1.00,52.00,6.00,22.00,1.00,29.00,6.00,22.00,1.00,56.00,5.00,22.00,1.00,17.00,5.00,22.00,1.00,94.00,7.00,22.00,1.00,2172.00,10.00,22.00,1.00
Mar-21,55,11,30,1.1,541,9,30,1.1,2235.00,20.00,30.00,1.10,52.00,6.00,30.00,1.10,26.00,7.00,30.00,1.10,103.00,8.00,30.00,1.10,24.00,6.00,30.00,1.10,107.00,6.00,30.00,1.10,2809.00,11.00,30.00,1.10
Mar-21,58,11,18,0.5,439,8,18,0.5,2197.00,20.00,18.00,0.50,61.00,6.00,18.00,0.50,27.00,7.00,18.00,0.50,82.00,5.00,18.00,0.50,36.00,6.00,18.00,0.50,78.00,5.00,18.00,0.50,3554.00,14.00,18.00,0.50
Mar-21,55,8,25,0.7,397,7,25,0.7,2356.00,20.00,25.00,0.70,64.00,5.00,25.00,0.70,34.00,7.00,25.00,0.70,126.00,7.00,25.00,0.70,55.00,11.00,25.00,0.70,91.00,6.00,25.00,0.70,3567.00,13.00,25.00,0.70
Mar-21,49,8,34,0.9,604,9,34,0.9,2715.00,19.00,34.00,0.90,61.00,7.00,34.00,0.90,25.00,5.00,34.00,0.90,88.00,6.00,34.00,0.90,57.00,9.00,34.00,0.90,82.00,5.00,34.00,0.90,3587.00,13.00,34.00,0.90
Mar-21,30,6,33,0.9,426,8,33,0.9,2167.00,23.00,33.00,0.90,84.00,9.00,33.00,0.90,24.00,5.00,33.00,0.90,84.00,7.00,33.00,0.90,25.00,7.00,33.00,0.90,59.00,5.00,33.00,0.90,3737.00,14.00,33.00,0.90
Mar-21,53,11,39,1.1,420,8,39,1.1,2914.00,26.00,39.00,1.10,23.00,4.00,39.00,1.10,25.00,9.00,39.00,1.10,123.00,12.00,39.00,1.10,49.00,12.00,39.00,1.10,60.00,5.00,39.00,1.10,3674.00,15.00,39.00,1.10
Mar-21,80,16,35,0.9,599,10,35,0.9,3332.00,25.00,35.00,0.90,123.00,15.00,35.00,0.90,36.00,9.00,35.00,0.90,96.00,7.00,35.00,0.90,38.00,10.00,35.00,0.90,122.00,9.00,35.00,0.90,3908.00,18.00,35.00,0.90
Mar-21,80,18,45,0.9,585,11,45,0.9,3465.00,26.00,45.00,0.90,84.00,8.00,45.00,0.90,35.00,9.00,45.00,0.90,133.00,9.00,45.00,0.90,47.00,12.00,45.00,0.90,116.00,8.00,45.00,0.90,5181.00,18.00,45.00,0.90
Mar-21,69,14,45,0.9,636,12,45,0.9,3741.00,29.00,45.00,0.90,93.00,9.00,45.00,0.90,58.00,12.00,45.00,0.90,163.00,11.00,45.00,0.90,54.00,15.00,45.00,0.90,94.00,7.00,45.00,0.90,5042.00,19.00,45.00,0.90
Mar-21,82,15,52,1,682,12,52,1,4777.00,31.00,52.00,1.00,56.00,8.00,52.00,1.00,51.00,14.00,52.00,1.00,147.00,10.00,52.00,1.00,47.00,10.00,52.00,1.00,116.00,9.00,52.00,1.00,5358.00,20.00,52.00,1.00
Apr-21,113,19,59,0.9,979,16,59,0.9,5178.00,29.00,59.00,0.90,135.00,14.00,59.00,0.90,51.00,12.00,59.00,0.90,157.00,10.00,59.00,0.90,44.00,11.00,59.00,0.90,138.00,11.00,59.00,0.90,6469.00,23.00,59.00,0.90
Apr-21,89,19,50,0.7,605,12,50,0.7,3472.00,31.00,50.00,0.70,160.00,22.00,50.00,0.70,51.00,12.00,50.00,0.70,121.00,11.00,50.00,0.70,51.00,13.00,50.00,0.70,93.00,7.00,50.00,0.70,6830.00,23.00,50.00,0.70
