Category,Confirmed cases Barisal,Case rate Barisal,Deaths Barisal,Death Rate Barisal,Confirmed cases CTG,Case rate CTG,Deaths CTG,Death Rate CTG,Confirmed cases DHK,Case rate DHK,Deaths DHK,Death Rate DHK,Confirmed cases Khulna,Case rate Khulna,Deaths Khulna,Death Rate Khulna,Confirmed cases MMsingh,Case rate MMsingh,Deaths MMsingh,Death Rate MMsingh,Confirmed cases Rajshahi,Case rate Rajshahi,Deaths Rajshahi,Death Rate Rajshahi,Confirmed cases Rajshahi,Case rate Rajshahi,Deaths Rajshahi,Death Rate Rajshahi,Confirmed cases Sylhet,Case rate Sylhet,Deaths Sylhet,Death Rate Sylhet,Confirmed cases allover Bangladesh,Case rate allover Bangladesh,Deaths allover Bangladesh,Death Rate allover Bangladesh
Apr-21,120,20,58,1,794,13,58,1,4972.00,30.00,58.00,1.00,139.00,17.00,58.00,1.00,60.00,12.00,58.00,1.00,180.00,15.00,58.00,1.00,71.00,15.00,58.00,1.00,77.00,6.00,58.00,1.00,5683.00,24.00,58.00,1.00
Apr-21,120,20,53,0.7,945,14,53,0.7,4782.00,28.00,53.00,0.70,158.00,19.00,53.00,0.70,77.00,13.00,53.00,0.70,193.00,12.00,53.00,0.70,49.00,9.00,53.00,0.70,124.00,8.00,53.00,0.70,7087.00,23.00,53.00,0.70
Apr-21,158,24,52,0.7,851,13,52,0.7,5009.00,29.00,52.00,0.70,165.00,14.00,52.00,0.70,82.00,19.00,52.00,0.70,195.00,9.00,52.00,0.70,73.00,15.00,52.00,0.70,138.00,8.00,52.00,0.70,7075.00,23.00,52.00,0.70
Apr-21,202,27,66,0.9,1068,16,66,0.9,4916.00,29.00,66.00,0.90,195.00,19.00,66.00,0.90,132.00,23.00,66.00,0.90,213.00,10.00,66.00,0.90,106.00,21.00,66.00,0.90,189.00,11.00,66.00,0.90,7213.00,21.00,66.00,0.90
Apr-21,160,24,63,0.8,1005,15,63,0.8,5065.00,27.00,63.00,0.80,175.00,17.00,63.00,0.80,98.00,18.00,63.00,0.80,267.00,18.00,63.00,0.80,82.00,17.00,63.00,0.80,159.00,10.00,63.00,0.80,7626.00,22.00,63.00,0.80
Apr-21,104,17,74,1.1,1031,16,74,1.1,5138.00,28.00,74.00,1.10,238.00,22.00,74.00,1.10,71.00,14.00,74.00,1.10,248.00,17.00,74.00,1.10,87.00,18.00,74.00,1.10,160.00,11.00,74.00,1.10,6854.00,21.00,74.00,1.10
Apr-21,111,24,63,0.8,789,13,63,0.8,4102.00,27.00,63.00,0.80,230.00,20.00,63.00,0.80,54.00,12.00,63.00,0.80,226.00,14.00,63.00,0.80,72.00,16.00,63.00,0.80,222.00,17.00,63.00,0.80,7462.00,24.00,63.00,0.80
Apr-21,121,24,77,1.4,740,13,77,1.4,4192.00,27.00,77.00,1.40,106.00,18.00,77.00,1.40,51.00,10.00,77.00,1.40,310.00,19.00,77.00,1.40,73.00,15.00,77.00,1.40,144.00,10.00,77.00,1.40,5343.00,20.00,77.00,1.40
Apr-21,150,23,78,1.3,973,15,78,1.3,3762.00,24.00,78.00,1.30,208.00,18.00,78.00,1.30,67.00,13.00,78.00,1.30,213.00,21.00,78.00,1.30,90.00,18.00,78.00,1.30,134.00,10.00,78.00,1.30,5819.00,20.00,78.00,1.30
Apr-21,109,19,83,1.2,916,12,83,1.2,3717.00,23.00,83.00,1.20,253.00,20.00,83.00,1.20,66.00,11.00,83.00,1.20,279.00,17.00,83.00,1.20,76.00,15.00,83.00,1.20,149.00,11.00,83.00,1.20,7201.00,21.00,83.00,1.20
Apr-21,143,33,69,1.1,766,18,69,1.1,3558.00,26.00,69.00,1.10,212.00,20.00,69.00,1.10,101.00,17.00,69.00,1.10,313.00,16.00,69.00,1.10,58.00,14.00,69.00,1.10,169.00,22.00,69.00,1.10,6028.00,18.00,69.00,1.10
Apr-21,107,26,96,1.9,499,19,96,1.9,2953.00,26.00,96.00,1.90,237.00,22.00,96.00,1.90,112.00,35.00,96.00,1.90,232.00,15.00,96.00,1.90,59.00,15.00,96.00,1.90,70.00,21.00,96.00,1.90,5185.00,21.00,96.00,1.90
Apr-21,66,18,94,2.2,613,25,94,2.2,2462.00,25.00,94.00,2.20,80.00,13.00,94.00,2.20,81.00,36.00,94.00,2.20,184.00,16.00,94.00,2.20,85.00,22.00,94.00,2.20,103.00,28.00,94.00,2.20,4192.00,21.00,94.00,2.20
Apr-21,115,20,101,2.3,498,19,101,2.3,2105.00,23.00,101.00,2.30,188.00,16.00,101.00,2.30,69.00,18.00,101.00,2.30,220.00,19.00,101.00,2.30,68.00,16.00,101.00,2.30,67.00,20.00,101.00,2.30,4417.00,23.00,101.00,2.30
Apr-21,135,31,101,2.9,514,18,101,2.9,2156.00,22.00,101.00,2.90,113.00,19.00,101.00,2.90,64.00,18.00,101.00,2.90,210.00,22.00,101.00,2.90,75.00,18.00,101.00,2.90,85.00,17.00,101.00,2.90,3473.00,21.00,101.00,2.90
Apr-21,164,25,102,2.8,778,15,102,2.8,2462.00,20.00,102.00,2.80,175.00,19.00,102.00,2.80,78.00,14.00,102.00,2.80,240.00,22.00,102.00,2.80,83.00,18.00,102.00,2.80,142.00,18.00,102.00,2.80,3698.00,19.00,102.00,2.80
Apr-21,99,19,112,2.6,703,13,112,2.6,2386.00,19.00,112.00,2.60,187.00,17.00,112.00,2.60,30.00,7.00,112.00,2.60,218.00,16.00,112.00,2.60,85.00,18.00,112.00,2.60,146.00,14.00,112.00,2.60,4271.00,18.00,112.00,2.60
Apr-21,150,30,91,2,735,13,91,2,2465.00,18.00,91.00,2.00,242.00,19.00,91.00,2.00,80.00,16.00,91.00,2.00,246.00,12.00,91.00,2.00,89.00,20.00,91.00,2.00,156.00,13.00,91.00,2.00,4559.00,17.00,91.00,2.00
Apr-21,126,26,95,2.2,679,12,95,2.2,2425.00,19.00,95.00,2.20,154.00,14.00,95.00,2.20,87.00,14.00,95.00,2.20,246.00,13.00,95.00,2.20,72.00,16.00,95.00,2.20,146.00,13.00,95.00,2.20,4280.00,15.00,95.00,2.20
Apr-21,82,15,98,2.4,706,13,98,2.4,1853.00,17.00,98.00,2.40,106.00,12.00,98.00,2.40,35.00,7.00,98.00,2.40,184.00,11.00,98.00,2.40,63.00,13.00,98.00,2.40,149.00,16.00,98.00,2.40,4014.00,15.00,98.00,2.40
Apr-21,92,23,88,2.4,498,12,88,2.4,1432.00,14.00,88.00,2.40,186.00,21.00,88.00,2.40,27.00,8.00,88.00,2.40,168.00,11.00,88.00,2.40,71.00,20.00,88.00,2.40,132.00,13.00,88.00,2.40,3629.00,14.00,88.00,2.40
Apr-21,91,23,83,3.1,405,12,83,3.1,1313.00,15.00,83.00,3.10,100.00,21.00,83.00,3.10,32.00,13.00,83.00,3.10,145.00,12.00,83.00,3.10,18.00,5.00,83.00,3.10,32.00,5.00,83.00,3.10,2697.00,13.00,83.00,3.10
Apr-21,77,15,101,3.5,507,10,101,3.5,2012.00,16.00,101.00,3.50,163.00,16.00,101.00,3.50,49.00,8.00,101.00,3.50,202.00,14.00,101.00,3.50,69.00,17.00,101.00,3.50,92.00,8.00,101.00,3.50,2922.00,13.00,101.00,3.50
Apr-21,83,17,97,2.9,690,12,97,2.9,1806.00,14.00,97.00,2.90,86.00,10.00,97.00,2.90,49.00,9.00,97.00,2.90,181.00,10.00,97.00,2.90,53.00,15.00,97.00,2.90,92.00,9.00,97.00,2.90,3306.00,13.00,97.00,2.90
Apr-21,95,21,78,2.6,612,11,78,2.6,1454.00,12.00,78.00,2.60,161.00,16.00,78.00,2.60,47.00,10.00,78.00,2.60,124.00,7.00,78.00,2.60,58.00,13.00,78.00,2.60,94.00,9.00,78.00,2.60,3031.00,13.00,78.00,2.60
Apr-21,81,18,77,2.6,481,10,77,2.6,1369.00,11.00,77.00,2.60,83.00,12.00,77.00,2.60,57.00,11.00,77.00,2.60,177.00,12.00,77.00,2.60,52.00,11.00,77.00,2.60,114.00,14.00,77.00,2.60,2955.00,10.00,77.00,2.60
Apr-21,58,13,88,3.8,522,10,88,3.8,1189.00,12.00,88.00,3.80,148.00,15.00,88.00,3.80,42.00,10.00,88.00,3.80,141.00,13.00,88.00,3.80,56.00,13.00,88.00,3.80,101.00,8.00,88.00,3.80,2341.00,9.00,88.00,3.80
Apr-21,57,15,57,2.6,379,10,57,2.6,761.00,10.00,57.00,2.60,108.00,15.00,57.00,2.60,25.00,7.00,57.00,2.60,121.00,8.00,57.00,2.60,32.00,14.00,57.00,2.60,57.00,7.00,57.00,2.60,2177.00,10.00,57.00,2.60
May-21,62,10,60,4.1,242,7,60,4.1,811.00,11.00,60.00,4.10,45.00,9.00,60.00,4.10,19.00,6.00,60.00,4.10,94.00,9.00,60.00,4.10,46.00,14.00,60.00,4.10,60.00,8.00,60.00,4.10,1452.00,10.00,60.00,4.10
May-21,83,15,69,5.1,332,8,69,5.1,733.00,9.00,69.00,5.10,64.00,13.00,69.00,5.10,25.00,7.00,69.00,5.10,131.00,9.00,69.00,5.10,30.00,14.00,69.00,5.10,72.00,9.00,69.00,5.10,1359.00,10.00,69.00,5.10
May-21,49,11,65,3.7,468,10,65,3.7,900.00,10.00,65.00,3.70,141.00,15.00,65.00,3.70,31.00,8.00,65.00,3.70,131.00,8.00,65.00,3.70,49.00,16.00,65.00,3.70,113.00,11.00,65.00,3.70,1739.00,9.00,65.00,3.70
May-21,52,12,61,3.2,377,8,61,3.2,860.00,10.00,61.00,3.20,84.00,11.00,61.00,3.20,65.00,12.00,61.00,3.20,116.00,6.00,61.00,3.20,58.00,13.00,61.00,3.20,105.00,10.00,61.00,3.20,1914.00,9.00,61.00,3.20
May-21,65,13,50,2.9,499,11,50,2.9,869.00,9.00,50.00,2.90,77.00,11.00,50.00,2.90,59.00,11.00,50.00,2.90,129.00,7.00,50.00,2.90,32.00,9.00,50.00,2.90,91.00,10.00,50.00,2.90,1742.00,9.00,50.00,2.90
May-21,33,8,41,2.3,439,9,41,2.3,968.00,11.00,41.00,2.30,51.00,9.00,41.00,2.30,30.00,7.00,41.00,2.30,98.00,8.00,41.00,2.30,22.00,8.00,41.00,2.30,83.00,8.00,41.00,2.30,1822.00,8.00,41.00,2.30
May-21,61,16,37,2.2,300,8,37,2.2,506.00,8.00,37.00,2.20,77.00,10.00,37.00,2.20,51.00,15.00,37.00,2.20,84.00,6.00,37.00,2.20,39.00,10.00,37.00,2.20,68.00,7.00,37.00,2.20,1682.00,10.00,37.00,2.20
May-21,34,6,45,3.5,310,9,45,3.5,644.00,10.00,45.00,3.50,59.00,13.00,45.00,3.50,37.00,10.00,45.00,3.50,97.00,8.00,45.00,3.50,20.00,10.00,45.00,3.50,57.00,7.00,45.00,3.50,1285.00,9.00,45.00,3.50
May-21,26,5,56,4,429,10,56,4,677.00,9.00,56.00,4.00,89.00,11.00,56.00,4.00,33.00,9.00,56.00,4.00,84.00,9.00,56.00,4.00,37.00,13.00,56.00,4.00,99.00,10.00,56.00,4.00,1386.00,8.00,56.00,4.00
May-21,45,11,38,2.5,300,8,38,2.5,526.00,9.00,38.00,2.50,96.00,13.00,38.00,2.50,16.00,5.00,38.00,2.50,94.00,17.00,38.00,2.50,37.00,14.00,38.00,2.50,194.00,13.00,38.00,2.50,1514.00,9.00,38.00,2.50
May-21,30,8,33,2.7,306,8,33,2.7,499.00,7.00,33.00,2.70,51.00,10.00,33.00,2.70,32.00,10.00,33.00,2.70,108.00,9.00,33.00,2.70,24.00,11.00,33.00,2.70,91.00,8.00,33.00,2.70,1230.00,9.00,33.00,2.70
May-21,38,13,40,3.5,409,12,40,3.5,458.00,9.00,40.00,3.50,93.00,15.00,40.00,3.50,22.00,9.00,40.00,3.50,86.00,5.00,40.00,3.50,39.00,16.00,40.00,3.50,58.00,14.00,40.00,3.50,1140.00,7.00,40.00,3.50
May-21,33,13,31,2.4,265,11,31,2.4,343.00,9.00,31.00,2.40,73.00,21.00,31.00,2.40,11.00,5.00,31.00,2.40,96.00,13.00,31.00,2.40,21.00,12.00,31.00,2.40,58.00,14.00,31.00,2.40,1290.00,10.00,31.00,2.40
May-21,25,20,26,3.1,85,7,26,3.1,89.00,6.00,26.00,3.10,17.00,35.00,26.00,3.10,4.00,3.00,26.00,3.10,52.00,19.00,26.00,3.10,,,26.00,3.10,17.00,8.00,26.00,3.10,848.00,11.00,26.00,3.10
May-21,10,8,22,8.4,84,5,22,8.4,141.00,5.00,22.00,8.40,26.00,13.00,22.00,8.40,8.00,9.00,22.00,8.40,56.00,23.00,22.00,8.40,9.00,7.00,22.00,8.40,13.00,4.00,22.00,8.40,261.00,7.00,22.00,8.40
May-21,25,11,25,6.9,169,7,25,6.9,262.00,5.00,25.00,6.90,53.00,20.00,25.00,6.90,13.00,8.00,25.00,6.90,67.00,27.00,25.00,6.90,22.00,14.00,25.00,6.90,51.00,12.00,25.00,6.90,363.00,7.00,25.00,6.90
May-21,47,13,32,4.6,356,9,32,4.6,461.00,6.00,32.00,4.60,100.00,15.00,32.00,4.60,14.00,5.00,32.00,4.60,115.00,16.00,32.00,4.60,35.00,15.00,32.00,4.60,67.00,8.00,32.00,4.60,698.00,7.00,32.00,4.60
May-21,32,8,30,2.4,456,9,30,2.4,481.00,6.00,30.00,2.40,157.00,17.00,30.00,2.40,19.00,5.00,30.00,2.40,151.00,9.00,30.00,2.40,33.00,14.00,30.00,2.40,110.00,16.00,30.00,2.40,1272.00,8.00,30.00,2.40
May-21,21,6,37,2.3,391,13,37,2.3,446.00,5.00,37.00,2.30,147.00,16.00,37.00,2.30,25.00,5.00,37.00,2.30,122.00,8.00,37.00,2.30,57.00,13.00,37.00,2.30,76.00,13.00,37.00,2.30,1608.00,8.00,37.00,2.30
May-21,37,9,36,2.5,359,9,36,2.5,508.00,7.00,36.00,2.50,155.00,17.00,36.00,2.50,17.00,4.00,36.00,2.50,163.00,10.00,36.00,2.50,51.00,13.00,36.00,2.50,102.00,15.00,36.00,2.50,1457.00,7.00,36.00,2.50
May-21,28,8,26,1.7,281,11,26,1.7,338.00,7.00,26.00,1.70,100.00,14.00,26.00,1.70,22.00,7.00,26.00,1.70,118.00,7.00,26.00,1.70,47.00,12.00,26.00,1.70,78.00,12.00,26.00,1.70,1504.00,8.00,26.00,1.70
May-21,25,7,38,3.7,334,12,38,3.7,374.00,6.00,38.00,3.70,74.00,20.00,38.00,3.70,18.00,5.00,38.00,3.70,139.00,10.00,38.00,3.70,33.00,12.00,38.00,3.70,42.00,11.00,38.00,3.70,1028.00,8.00,38.00,3.70
May-21,29,8,28,2.1,409,12,28,2.1,474.00,6.00,28.00,2.10,127.00,15.00,28.00,2.10,34.00,10.00,28.00,2.10,203.00,21.00,28.00,2.10,45.00,14.00,28.00,2.10,86.00,15.00,28.00,2.10,1354.00,9.00,28.00,2.10
May-21,55,14,25,1.7,407,13,25,1.7,420.00,6.00,25.00,1.70,160.00,20.00,25.00,1.70,40.00,10.00,25.00,1.70,167.00,10.00,25.00,1.70,54.00,13.00,25.00,1.70,133.00,17.00,25.00,1.70,1441.00,8.00,25.00,1.70
May-21,19,5,40,2.4,406,12,40,2.4,474.00,6.00,40.00,2.40,167.00,17.00,40.00,2.40,58.00,12.00,40.00,2.40,265.00,16.00,40.00,2.40,57.00,14.00,40.00,2.40,91.00,15.00,40.00,2.40,1675.00,10.00,40.00,2.40
May-21,22,3,17,1.1,263,10,17,1.1,428.00,7.00,17.00,1.10,150.00,20.00,17.00,1.10,39.00,11.00,17.00,1.10,172.00,19.00,17.00,1.10,41.00,11.00,17.00,1.10,69.00,12.00,17.00,1.10,1497.00,9.00,17.00,1.10
May-21,47,5,22,1.7,379,12,22,1.7,349.00,6.00,22.00,1.70,81.00,16.00,22.00,1.70,41.00,12.00,22.00,1.70,235.00,21.00,22.00,1.70,34.00,10.00,22.00,1.70,40.00,9.00,22.00,1.70,1292.00,8.00,22.00,1.70
May-21,130,29,31,2.3,230,9,31,2.3,374.00,7.00,31.00,2.30,140.00,17.00,31.00,2.30,41.00,12.00,31.00,2.30,75.00,8.00,31.00,2.30,31.00,12.00,31.00,2.30,103.00,18.00,31.00,2.30,1358.00,9.00,31.00,2.30
May-21,53,6,38,3.6,374,13,38,3.6,409.00,7.00,38.00,3.60,125.00,23.00,38.00,3.60,34.00,12.00,38.00,3.60,282.00,16.00,38.00,3.60,58.00,17.00,38.00,3.60,47.00,11.00,38.00,3.60,1043.00,8.00,38.00,3.60
May-21,20,2,34,2.4,402,12,34,2.4,442.00,6.00,34.00,2.40,204.00,21.00,34.00,2.40,45.00,12.00,34.00,2.40,234.00,29.00,34.00,2.40,70.00,17.00,34.00,2.40,109.00,19.00,34.00,2.40,1444.00,10.00,34.00,2.40
May-21,54,7,36,2.1,513,15,36,2.1,444.00,6.00,36.00,2.10,228.00,22.00,36.00,2.10,44.00,10.00,36.00,2.10,294.00,16.00,36.00,2.10,55.00,12.00,36.00,2.10,84.00,12.00,36.00,2.10,1710.00,9.00,36.00,2.10
Jun-21,28,8,41,2.3,369,11,41,2.3,418.00,5.00,41.00,2.30,232.00,21.00,41.00,2.30,27.00,8.00,41.00,2.30,341.00,14.00,41.00,2.30,82.00,18.00,41.00,2.30,118.00,16.00,41.00,2.30,1765.00,10.00,41.00,2.30
Jun-21,54,13,34,1.7,467,14,34,1.7,337.00,5.00,34.00,1.70,206.00,22.00,34.00,1.70,43.00,12.00,34.00,1.70,293.00,14.00,34.00,1.70,85.00,19.00,34.00,1.70,71.00,11.00,34.00,1.70,1988.00,10.00,34.00,1.70
Jun-21,78,10,30,1.8,454,13,30,1.8,469.00,6.00,30.00,1.80,320.00,29.00,30.00,1.80,78.00,19.00,30.00,1.80,266.00,20.00,30.00,1.80,55.00,12.00,30.00,1.80,76.00,12.00,30.00,1.80,1687.00,10.00,30.00,1.80
Jun-21,36,10,34,1.8,239,9,34,1.8,342.00,7.00,34.00,1.80,250.00,23.00,34.00,1.80,33.00,9.00,34.00,1.80,295.00,24.00,34.00,1.80,64.00,12.00,34.00,1.80,91.00,16.00,34.00,1.80,1887.00,10.00,34.00,1.80
Jun-21,18,6,43,3,309,12,43,3,361.00,6.00,43.00,3.00,167.00,21.00,43.00,3.00,32.00,12.00,43.00,3.00,385.00,24.00,43.00,3.00,100.00,23.00,43.00,3.00,53.00,10.00,43.00,3.00,1447.00,11.00,43.00,3.00
Jun-21,36,10,38,2.3,299,10,38,2.3,476.00,7.00,38.00,2.30,262.00,25.00,38.00,2.30,37.00,9.00,38.00,2.30,312.00,29.00,38.00,2.30,81.00,17.00,38.00,2.30,54.00,12.00,38.00,2.30,1676.00,11.00,38.00,2.30
Jun-21,48,12,30,1.5,341,10,30,1.5,589.00,9.00,30.00,1.50,413.00,31.00,30.00,1.50,32.00,7.00,30.00,1.50,356.00,20.00,30.00,1.50,110.00,24.00,30.00,1.50,71.00,10.00,30.00,1.50,1970.00,11.00,30.00,1.50
Jun-21,53,16,44,1.9,353,10,44,1.9,560.00,9.00,44.00,1.90,469.00,37.00,44.00,1.90,39.00,9.00,44.00,1.90,467.00,20.00,44.00,1.90,109.00,24.00,44.00,1.90,94.00,12.00,44.00,1.90,2322.00,12.00,44.00,1.90
Jun-21,26,7,36,1.4,406,12,36,1.4,629.00,9.00,36.00,1.40,415.00,33.00,36.00,1.40,50.00,11.00,36.00,1.40,375.00,16.00,36.00,1.40,114.00,24.00,36.00,1.40,102.00,15.00,36.00,1.40,2537.00,12.00,36.00,1.40
Jun-21,26,6,40,1.6,392,12,40,1.6,625.00,9.00,40.00,1.60,551.00,36.00,40.00,1.60,74.00,13.00,40.00,1.60,375.00,23.00,40.00,1.60,113.00,23.00,40.00,1.60,96.00,16.00,40.00,1.60,2576.00,13.00,40.00,1.60
Jun-21,28,8,43,1.8,231,11,43,1.8,467.00,9.00,43.00,1.80,383.00,31.00,43.00,1.80,31.00,8.00,43.00,1.80,273.00,21.00,43.00,1.80,104.00,24.00,43.00,1.80,50.00,12.00,43.00,1.80,2454.00,13.00,43.00,1.80
Jun-21,36,10,39,2.4,362,13,39,2.4,610.00,10.00,39.00,2.40,354.00,36.00,39.00,2.40,49.00,12.00,39.00,2.40,298.00,25.00,39.00,2.40,141.00,28.00,39.00,2.40,73.00,11.00,39.00,2.40,1637.00,14.00,39.00,2.40
Jun-21,52,12,47,1.9,608,18,47,1.9,795.00,11.00,47.00,1.90,548.00,38.00,47.00,1.90,59.00,12.00,47.00,1.90,380.00,30.00,47.00,1.90,140.00,27.00,47.00,1.90,87.00,13.00,47.00,1.90,2436.00,13.00,47.00,1.90
Jun-21,26,8,54,1.8,468,13,54,1.8,934.00,12.00,54.00,1.80,714.00,38.00,54.00,1.80,72.00,11.00,54.00,1.80,468.00,20.00,54.00,1.80,137.00,27.00,54.00,1.80,101.00,12.00,54.00,1.80,3050.00,15.00,54.00,1.80
Jun-21,45,11,50,1.5,561,15,50,1.5,960.00,12.00,50.00,1.50,680.00,39.00,50.00,1.50,67.00,15.00,50.00,1.50,464.00,27.00,50.00,1.50,411.00,32.00,50.00,1.50,91.00,10.00,50.00,1.50,3319.00,14.00,50.00,1.50
Jun-21,50,13,60,1.5,458,12,60,1.5,1133.00,14.00,60.00,1.50,659.00,40.00,60.00,1.50,77.00,13.00,60.00,1.50,466.00,22.00,60.00,1.50,197.00,27.00,60.00,1.50,102.00,14.00,60.00,1.50,3956.00,17.00,60.00,1.50
Jun-21,65,17,63,1.6,528,15,63,1.6,1157.00,14.00,63.00,1.60,798.00,41.00,63.00,1.60,125.00,21.00,63.00,1.60,517.00,23.00,63.00,1.60,222.00,36.00,63.00,1.60,89.00,15.00,63.00,1.60,3840.00,15.00,63.00,1.60
Jun-21,75,26,54,1.4,313,12,54,1.4,867.00,15.00,54.00,1.40,513.00,38.00,54.00,1.40,75.00,13.00,54.00,1.40,557.00,21.00,54.00,1.40,130.00,31.00,54.00,1.40,68.00,12.00,54.00,1.40,3883.00,19.00,54.00,1.40
Jun-21,108,16,67,2.2,421,14,67,2.2,999.00,15.00,67.00,2.20,484.00,30.00,67.00,2.20,86.00,14.00,67.00,2.20,570.00,28.00,67.00,2.20,151.00,34.00,67.00,2.20,126.00,18.00,67.00,2.20,3057.00,18.00,67.00,2.20
Jun-21,95,24,82,2.3,537,16,82,2.3,1446.00,16.00,82.00,2.30,691.00,37.00,82.00,2.30,130.00,21.00,82.00,2.30,592.00,44.00,82.00,2.30,156.00,40.00,82.00,2.30,83.00,11.00,82.00,2.30,3641.00,16.00,82.00,2.30
Jun-21,91,22,78,1.7,734,18,78,1.7,1477.00,16.00,78.00,1.70,739.00,42.00,78.00,1.70,111.00,17.00,78.00,1.70,524.00,24.00,78.00,1.70,145.00,28.00,78.00,1.70,119.00,15.00,78.00,1.70,4636.00,19.00,78.00,1.70
Jun-21,103,23,76,1.6,711,19,76,1.6,1720.00,20.00,76.00,1.60,616.00,46.00,76.00,1.60,124.00,19.00,76.00,1.60,702.00,22.00,76.00,1.60,724.00,36.00,76.00,1.60,138.00,17.00,76.00,1.60,4846.00,19.00,76.00,1.60
Jun-21,116,30,85,1.5,713,18,85,1.5,2073.00,20.00,85.00,1.50,680.00,48.00,85.00,1.50,120.00,19.00,85.00,1.50,569.00,22.00,85.00,1.50,387.00,32.00,85.00,1.50,138.00,18.00,85.00,1.50,5727.00,20.00,85.00,1.50
Jun-21,108,22,81,1.3,836,19,81,1.3,2155.00,20.00,81.00,1.30,1069.00,58.00,81.00,1.30,116.00,18.00,81.00,1.30,674.00,30.00,81.00,1.30,244.00,39.00,81.00,1.30,189.00,21.00,81.00,1.30,6058.00,20.00,81.00,1.30
Jun-21,71,22,108,1.8,460,16,108,1.8,1507.00,19.00,108.00,1.80,642.00,42.00,108.00,1.80,109.00,17.00,108.00,1.80,378.00,23.00,108.00,1.80,133.00,29.00,108.00,1.80,140.00,16.00,108.00,1.80,5869.00,21.00,108.00,1.80
Jun-21,139,31,77,1.8,815,20,77,1.8,2041.00,23.00,77.00,1.80,910.00,59.00,77.00,1.80,230.00,33.00,77.00,1.80,726.00,34.00,77.00,1.80,325.00,51.00,77.00,1.80,81.00,13.00,77.00,1.80,4334.00,23.00,77.00,1.80
Jun-21,174,33,119,2.3,1211,26,119,2.3,2743.00,23.00,119.00,2.30,1059.00,55.00,119.00,2.30,222.00,34.00,119.00,2.30,691.00,33.00,119.00,2.30,404.00,50.00,119.00,2.30,227.00,24.00,119.00,2.30,5268.00,22.00,119.00,2.30
Jun-21,162,34,104,1.2,988,20,104,1.2,2768.00,26.00,104.00,1.20,1116.00,54.00,104.00,1.20,231.00,34.00,104.00,1.20,913.00,29.00,104.00,1.20,368.00,40.00,104.00,1.20,257.00,25.00,104.00,1.20,8364.00,24.00,104.00,1.20
Jun-21,174,36,112,1.5,1177,23,112,1.5,2958.00,25.00,112.00,1.50,987.00,57.00,112.00,1.50,281.00,45.00,112.00,1.50,837.00,33.00,112.00,1.50,343.00,43.00,112.00,1.50,234.00,26.00,112.00,1.50,7666.00,24.00,112.00,1.50
Jun-21,163,38,115,1.3,1311,28,115,1.3,2843.00,29.00,115.00,1.30,726.00,53.00,115.00,1.30,213.00,31.00,115.00,1.30,847.00,32.00,115.00,1.30,559.00,34.00,115.00,1.30,183.00,24.00,115.00,1.30,8822.00,25.00,115.00,1.30
Jul-21,161,34,143,1.7,761,26,143,1.7,2253.00,34.00,143.00,1.70,559.00,61.00,143.00,1.70,195.00,40.00,143.00,1.70,488.00,36.00,143.00,1.70,322.00,43.00,143.00,1.70,275.00,32.00,143.00,1.70,8301.00,26.00,143.00,1.70
Jul-21,2,4,132,1.6,163,19,132,1.6,403.00,26.00,132.00,1.60,100.00,38.00,132.00,1.60,18.00,23.00,132.00,1.60,53.00,11.00,132.00,1.60,40.00,51.00,132.00,1.60,3.00,10.00,132.00,1.60,8483.00,28.00,132.00,1.60
