Category,Death_Cases_Barisal,Death_Rate_Barisal,Confirmed_Cases_Barisal,Confirmed_Rate_Barisal,Death_Cases_CTG,Death_Rate_CTG,Confirmed_Cases_CTG,Confirmed_Rate_CTG,Death_Cases_DHK,Death_Rate_DHK,Confirmed_Cases_DHK,Confirmed_Rate_DHK,Death_Cases_Khulna,Death_Rate_Khulna,Confirmed_Cases_Khulna,Confirmed_Rate_Khulna,Death_Cases_Msingh,Death_Rate_Msingh,Confirmed_Cases_Msingh,Confirmed_Rate_Msingh,Death_Cases_Rajshahi,Death_Rate_Rajshahi,Confirmed_Cases_Rajshahi,Confirmed_Rate_Rajshahi,Death_Cases_Rangpur,Death_Rate_Rangpur,Confirmed_Cases_Rangpur,Confirmed_Rate_Rangpur,Death_Cases_sylhet,Death_Rate_sylhet,Confirmed_Cases_sylhet,Confirmed_Rate_sylhet
November-13,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19,1.1,19.0,1.1,19,1.1,19,1.1,19,1.1,19.0,1.1,19,1.1,19,1.1
November-14,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14,0.9,14.0,0.9,14,0.9,14,0.9,14,0.9,14.0,0.9,14,0.9,14,0.9
November-15,21,1.1,21,1.1,21,1.1,21,1.1,21,1.1,21,1.1,21,1.1,21,1.1,21,1.1,21.0,1.1,21,1.1,21,1.1,21,1.1,21.0,1.1,21,1.1,21,1.1
November-16,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21.0,1.0,21,1.0,21,1.0,21,1.0,21.0,1.0,21,1.0,21,1.0
November-17,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39.0,1.8,39,1.8,39,1.8,39,1.8,39.0,1.8,39,1.8,39,1.8
November-18,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21,1.0,21.0,1.0,21,1.0,21,1.0,21,1.0,21.0,1.0,21,1.0,21,1.0
November-19,30,1.3,30,1.3,30,1.3,30,1.3,30,1.3,30,1.3,30,1.3,30,1.3,30,1.3,30.0,1.3,30,1.3,30,1.3,30,1.3,30.0,1.3,30,1.3,30,1.3
November-20,17,0.7,17,0.7,17,0.7,17,0.7,17,0.7,17,0.7,17,0.7,17,0.7,17,0.7,17.0,0.7,17,0.7,17,0.7,17,0.7,17.0,0.7,17,0.7,17,0.7
November-21,28,1.5,28,1.5,28,1.5,28,1.5,28,1.5,28,1.5,28,1.5,28,1.5,28,1.5,28.0,1.5,28,1.5,28,1.5,28,1.5,28.0,1.5,28,1.5,28,1.5
November-22,38,1.8,38,1.8,38,1.8,38,1.8,38,1.8,38,1.8,38,1.8,38,1.8,38,1.8,38.0,1.8,38,1.8,38,1.8,38,1.8,38.0,1.8,38,1.8,38,1.8
November-23,28,1.2,28,1.2,28,1.2,28,1.2,28,1.2,28,1.2,28,1.2,28,1.2,28,1.2,28.0,1.2,28,1.2,28,1.2,28,1.2,28.0,1.2,28,1.2,28,1.2
November-24,32,1.4,32,1.4,32,1.4,32,1.4,32,1.4,32,1.4,32,1.4,32,1.4,32,1.4,32.0,1.4,32,1.4,32,1.4,32,1.4,32.0,1.4,32,1.4,32,1.4
November-25,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39,1.8,39.0,1.8,39,1.8,39,1.8,39,1.8,39.0,1.8,39,1.8,39,1.8
November-26,37,1.6,37,1.6,37,1.6,37,1.6,37,1.6,37,1.6,37,1.6,37,1.6,37,1.6,37.0,1.6,37,1.6,37,1.6,37,1.6,37.0,1.6,37,1.6,37,1.6
November-27,20,0.9,20,0.9,20,0.9,20,0.9,20,0.9,20,0.9,20,0.9,20,0.9,20,0.9,20.0,0.9,20,0.9,20,0.9,20,0.9,20.0,0.9,20,0.9,20,0.9
November-28,36,1.9,36,1.9,36,1.9,36,1.9,36,1.9,36,1.9,36,1.9,36,1.9,36,1.9,36.0,1.9,36,1.9,36,1.9,36,1.9,36.0,1.9,36,1.9,36,1.9
November-29,29,1.6,29,1.6,29,1.6,29,1.6,29,1.6,29,1.6,29,1.6,29,1.6,29,1.6,29.0,1.6,29,1.6,29,1.6,29,1.6,29.0,1.6,29,1.6,29,1.6
November-30,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35,1.4,35.0,1.4,35,1.4,35,1.4,35,1.4,35.0,1.4,35,1.4,35,1.4
December-01,31,1.4,31,1.4,31,1.4,31,1.4,31,1.4,31,1.4,31,1.4,31,1.4,31,1.4,31.0,1.4,31,1.4,31,1.4,31,1.4,31.0,1.4,31,1.4,31,1.4
December-02,38,1.7,38,1.7,38,1.7,38,1.7,38,1.7,38,1.7,38,1.7,38,1.7,38,1.7,38.0,1.7,38,1.7,38,1.7,38,1.7,38.0,1.7,38,1.7,38,1.7
December-03,35,1.5,35,1.5,35,1.5,35,1.5,35,1.5,35,1.5,35,1.5,35,1.5,35,1.5,35.0,1.5,35,1.5,35,1.5,35,1.5,35.0,1.5,35,1.5,35,1.5
December-04,24,1.1,24,1.1,24,1.1,24,1.1,24,1.1,24,1.1,24,1.1,24,1.1,24,1.1,24.0,1.1,24,1.1,24,1.1,24,1.1,24.0,1.1,24,1.1,24,1.1
December-05,35,1.9,35,1.9,35,1.9,35,1.9,35,1.9,35,1.9,35,1.9,35,1.9,35,1.9,35.0,1.9,35,1.9,35,1.9,35,1.9,35.0,1.9,35,1.9,35,1.9
December-06,31,1.9,31,1.9,31,1.9,31,1.9,31,1.9,31,1.9,31,1.9,31,1.9,31,1.9,31.0,1.9,31,1.9,31,1.9,31,1.9,31.0,1.9,31,1.9,31,1.9
December-07,36,1.6,36,1.6,36,1.6,36,1.6,36,1.6,36,1.6,36,1.6,36,1.6,36,1.6,36.0,1.6,36,1.6,36,1.6,36,1.6,36.0,1.6,36,1.6,36,1.6
December-08,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32,1.5,32.0,1.5,32,1.5,32,1.5,32,1.5,32.0,1.5,32,1.5,32,1.5
December-09,24,1.1,24,1.1,24,1.1,24,1.1,24,1.1,24,1.1,24,1.1,24,1.1,24,1.1,24.0,1.1,24,1.1,24,1.1,24,1.1,24.0,1.1,24,1.1,24,1.1
December-10,37,2.0,37,2.0,37,2.0,37,2.0,37,2.0,37,2.0,37,2.0,37,2.0,37,2.0,37.0,2.0,37,2.0,37,2.0,37,2.0,37.0,2.0,37,2.0,37,2.0
December-11,19,1.0,19,1.0,19,1.0,19,1.0,19,1.0,19,1.0,19,1.0,19,1.0,19,1.0,19.0,1.0,19,1.0,19,1.0,19,1.0,19.0,1.0,19,1.0,19,1.0
December-12,34,2.6,34,2.6,34,2.6,34,2.6,34,2.6,34,2.6,34,2.6,34,2.6,34,2.6,34.0,2.6,34,2.6,34,2.6,34,2.6,34.0,2.6,34,2.6,34,2.6
December-13,32,2.4,32,2.4,32,2.4,32,2.4,32,2.4,32,2.4,32,2.4,32,2.4,32,2.4,32.0,2.4,32,2.4,32,2.4,32,2.4,32.0,2.4,32,2.4,32,2.4
December-14,37,2.1,37,2.1,37,2.1,37,2.1,37,2.1,37,2.1,37,2.1,37,2.1,37,2.1,37.0,2.1,37,2.1,37,2.1,37,2.1,37.0,2.1,37,2.1,37,2.1
December-15,40,2.1,40,2.1,40,2.1,40,2.1,40,2.1,40,2.1,40,2.1,40,2.1,40,2.1,40.0,2.1,40,2.1,40,2.1,40,2.1,40.0,2.1,40,2.1,40,2.1
December-16,27,1.7,27,1.7,27,1.7,27,1.7,27,1.7,27,1.7,27,1.7,27,1.7,27,1.7,27.0,1.7,27,1.7,27,1.7,27,1.7,27.0,1.7,27,1.7,27,1.7
December-17,36,3.2,36,3.2,36,3.2,36,3.2,36,3.2,36,3.2,36,3.2,36,3.2,36,3.2,36.0,3.2,36,3.2,36,3.2,36,3.2,36.0,3.2,36,3.2,36,3.2
December-18,25,1.9,25,1.9,25,1.9,25,1.9,25,1.9,25,1.9,25,1.9,25,1.9,25,1.9,25.0,1.9,25,1.9,25,1.9,25,1.9,25.0,1.9,25,1.9,25,1.9
December-19,25,2.0,25,2.0,25,2.0,25,2.0,25,2.0,25,2.0,25,2.0,25,2.0,25,2.0,25.0,2.0,25,2.0,25,2.0,25,2.0,25.0,2.0,25,2.0,25,2.0
December-20,38,3.3,38,3.3,38,3.3,38,3.3,38,3.3,38,3.3,38,3.3,38,3.3,38,3.3,38.0,3.3,38,3.3,38,3.3,38,3.3,38.0,3.3,38,3.3,38,3.3
December-21,32,2.2,32,2.2,32,2.2,32,2.2,32,2.2,32,2.2,32,2.2,32,2.2,32,2.2,32.0,2.2,32,2.2,32,2.2,32,2.2,32.0,2.2,32,2.2,32,2.2
December-22,17,1.3,17,1.3,17,1.3,17,1.3,17,1.3,17,1.3,17,1.3,17,1.3,17,1.3,17.0,1.3,17,1.3,17,1.3,17,1.3,17.0,1.3,17,1.3,17,1.3
December-23,30,2.2,30,2.2,30,2.2,30,2.2,30,2.2,30,2.2,30,2.2,30,2.2,30,2.2,30.0,2.2,30,2.2,30,2.2,30,2.2,30.0,2.2,30,2.2,30,2.2
December-24,19,1.5,19,1.5,19,1.5,19,1.5,19,1.5,19,1.5,19,1.5,19,1.5,19,1.5,19.0,1.5,19,1.5,19,1.5,19,1.5,19.0,1.5,19,1.5,19,1.5
December-25,20,1.7,20,1.7,20,1.7,20,1.7,20,1.7,20,1.7,20,1.7,20,1.7,20,1.7,20.0,1.7,20,1.7,20,1.7,20,1.7,20.0,1.7,20,1.7,20,1.7
December-26,30,3.6,30,3.6,30,3.6,30,3.6,30,3.6,30,3.6,30,3.6,30,3.6,30,3.6,30.0,3.6,30,3.6,30,3.6,30,3.6,30.0,3.6,30,3.6,30,3.6
December-27,24,2.3,24,2.3,24,2.3,24,2.3,24,2.3,24,2.3,24,2.3,24,2.3,24,2.3,24.0,2.3,24,2.3,24,2.3,24,2.3,24.0,2.3,24,2.3,24,2.3
December-28,27,2.9,27,2.9,27,2.9,27,2.9,27,2.9,27,2.9,27,2.9,27,2.9,27,2.9,27.0,2.9,27,2.9,27,2.9,27,2.9,27.0,2.9,27,2.9,27,2.9
December-29,30,2.5,30,2.5,30,2.5,30,2.5,30,2.5,30,2.5,30,2.5,30,2.5,30,2.5,30.0,2.5,30,2.5,30,2.5,30,2.5,30.0,2.5,30,2.5,30,2.5
December-30,22,1.8,22,1.8,22,1.8,22,1.8,22,1.8,22,1.8,22,1.8,22,1.8,22,1.8,22.0,1.8,22,1.8,22,1.8,22,1.8,22.0,1.8,22,1.8,22,1.8
December-31,28,2.8,28,2.8,28,2.8,28,2.8,28,2.8,28,2.8,28,2.8,28,2.8,28,2.8,28.0,2.8,28,2.8,28,2.8,28,2.8,28.0,2.8,28,2.8,28,2.8
January-01,17,1.7,17,1.7,17,1.7,17,1.7,17,1.7,17,1.7,17,1.7,17,1.7,17,1.7,17.0,1.7,17,1.7,17,1.7,17,1.7,17.0,1.7,17,1.7,17,1.7
January-02,23,3.4,23,3.4,23,3.4,23,3.4,23,3.4,23,3.4,23,3.4,23,3.4,23,3.4,23.0,3.4,23,3.4,23,3.4,23,3.4,23.0,3.4,23,3.4,23,3.4
January-03,27,3.2,27,3.2,27,3.2,27,3.2,27,3.2,27,3.2,27,3.2,27,3.2,27,3.2,27.0,3.2,27,3.2,27,3.2,27,3.2,27.0,3.2,27,3.2,27,3.2
January-04,24,2.6,24,2.6,24,2.6,24,2.6,24,2.6,24,2.6,24,2.6,24,2.6,24,2.6,24.0,2.6,24,2.6,24,2.6,24,2.6,24.0,2.6,24,2.6,24,2.6
January-05,20,2.0,20,2.0,20,2.0,20,2.0,20,2.0,20,2.0,20,2.0,20,2.0,20,2.0,20.0,2.0,20,2.0,20,2.0,20,2.0,20.0,2.0,20,2.0,20,2.0
January-06,17,1.7,17,1.7,17,1.7,17,1.7,17,1.7,17,1.7,17,1.7,17,1.7,17,1.7,17.0,1.7,17,1.7,17,1.7,17,1.7,17.0,1.7,17,1.7,17,1.7
January-07,31,3.1,31,3.1,31,3.1,31,3.1,31,3.1,31,3.1,31,3.1,31,3.1,31,3.1,31.0,3.1,31,3.1,31,3.1,31,3.1,31.0,3.1,31,3.1,31,3.1
January-08,16,2.0,16,2.0,16,2.0,16,2.0,16,2.0,16,2.0,16,2.0,16,2.0,16,2.0,16.0,2.0,16,2.0,16,2.0,16,2.0,16.0,2.0,16,2.0,16,2.0
January-09,22,3.2,22,3.2,22,3.2,22,3.2,22,3.2,22,3.2,22,3.2,22,3.2,22,3.2,22.0,3.2,22,3.2,22,3.2,22,3.2,22.0,3.2,22,3.2,22,3.2
January-10,25,2.3,25,2.3,25,2.3,25,2.3,25,2.3,25,2.3,25,2.3,25,2.3,25,2.3,25.0,2.3,25,2.3,25,2.3,25,2.3,25.0,2.3,25,2.3,25,2.3
January-11,22,2.6,22,2.6,22,2.6,22,2.6,22,2.6,22,2.6,22,2.6,22,2.6,22,2.6,22.0,2.6,22,2.6,22,2.6,22,2.6,22.0,2.6,22,2.6,22,2.6
January-12,16,2.2,16,2.2,16,2.2,16,2.2,16,2.2,16,2.2,16,2.2,16,2.2,16,2.2,16.0,2.2,16,2.2,16,2.2,16,2.2,16.0,2.2,16,2.2,16,2.2
January-13,14,1.6,14,1.6,14,1.6,14,1.6,14,1.6,14,1.6,14,1.6,14,1.6,14,1.6,14.0,1.6,14,1.6,14,1.6,14,1.6,14.0,1.6,14,1.6,14,1.6
January-14,16,2.0,16,2.0,16,2.0,16,2.0,16,2.0,16,2.0,16,2.0,16,2.0,16,2.0,16.0,2.0,16,2.0,16,2.0,16,2.0,16.0,2.0,16,2.0,16,2.0
January-15,13,1.7,13,1.7,13,1.7,13,1.7,13,1.7,13,1.7,13,1.7,13,1.7,13,1.7,13.0,1.7,13,1.7,13,1.7,13,1.7,13.0,1.7,13,1.7,13,1.7
January-16,21,3.6,21,3.6,21,3.6,21,3.6,21,3.6,21,3.6,21,3.6,21,3.6,21,3.6,21.0,3.6,21,3.6,21,3.6,21,3.6,21.0,3.6,21,3.6,21,3.6
January-17,23,4.0,23,4.0,23,4.0,23,4.0,23,4.0,23,4.0,23,4.0,23,4.0,23,4.0,23.0,4.0,23,4.0,23,4.0,23,4.0,23.0,4.0,23,4.0,23,4.0
January-18,16,2.3,16,2.3,16,2.3,16,2.3,16,2.3,16,2.3,16,2.3,16,2.3,16,2.3,16.0,2.3,16,2.3,16,2.3,16,2.3,16.0,2.3,16,2.3,16,2.3
January-19,20,2.8,20,2.8,20,2.8,20,2.8,20,2.8,20,2.8,20,2.8,20,2.8,20,2.8,20.0,2.8,20,2.8,20,2.8,20,2.8,20.0,2.8,20,2.8,20,2.8
January-20,8,1.2,8,1.2,8,1.2,8,1.2,8,1.2,8,1.2,8,1.2,8,1.2,8,1.2,8.0,1.2,8,1.2,8,1.2,8,1.2,8.0,1.2,8,1.2,8,1.2
January-21,16,2.7,16,2.7,16,2.7,16,2.7,16,2.7,16,2.7,16,2.7,16,2.7,16,2.7,16.0,2.7,16,2.7,16,2.7,16,2.7,16.0,2.7,16,2.7,16,2.7
January-22,15,2.4,15,2.4,15,2.4,15,2.4,15,2.4,15,2.4,15,2.4,15,2.4,15,2.4,15.0,2.4,15,2.4,15,2.4,15,2.4,15.0,2.4,15,2.4,15,2.4
January-23,22,5.0,22,5.0,22,5.0,22,5.0,22,5.0,22,5.0,22,5.0,22,5.0,22,5.0,22.0,5.0,22,5.0,22,5.0,22,5.0,22.0,5.0,22,5.0,22,5.0
January-24,20,4.2,20,4.2,20,4.2,20,4.2,20,4.2,20,4.2,20,4.2,20,4.2,20,4.2,20.0,4.2,20,4.2,20,4.2,20,4.2,20.0,4.2,20,4.2,20,4.2
January-25,18,3.0,18,3.0,18,3.0,18,3.0,18,3.0,18,3.0,18,3.0,18,3.0,18,3.0,18.0,3.0,18,3.0,18,3.0,18,3.0,18.0,3.0,18,3.0,18,3.0
January-26,14,2.7,14,2.7,14,2.7,14,2.7,14,2.7,14,2.7,14,2.7,14,2.7,14,2.7,14.0,2.7,14,2.7,14,2.7,14,2.7,14.0,2.7,14,2.7,14,2.7
January-27,17,3.2,17,3.2,17,3.2,17,3.2,17,3.2,17,3.2,17,3.2,17,3.2,17,3.2,17.0,3.2,17,3.2,17,3.2,17,3.2,17.0,3.2,17,3.2,17,3.2
January-28,15,2.9,15,2.9,15,2.9,15,2.9,15,2.9,15,2.9,15,2.9,15,2.9,15,2.9,15.0,2.9,15,2.9,15,2.9,15,2.9,15.0,2.9,15,2.9,15,2.9
January-29,7,1.5,7,1.5,7,1.5,7,1.5,7,1.5,7,1.5,7,1.5,7,1.5,7,1.5,7.0,1.5,7,1.5,7,1.5,7,1.5,7.0,1.5,7,1.5,7,1.5
January-30,17,4.7,17,4.7,17,4.7,17,4.7,17,4.7,17,4.7,17,4.7,17,4.7,17,4.7,17.0,4.7,17,4.7,17,4.7,17,4.7,17.0,4.7,17,4.7,17,4.7
January-31,16,4.3,16,4.3,16,4.3,16,4.3,16,4.3,16,4.3,16,4.3,16,4.3,16,4.3,16.0,4.3,16,4.3,16,4.3,16,4.3,16.0,4.3,16,4.3,16,4.3
February-01,10,2.3,10,2.3,10,2.3,10,2.3,10,2.3,10,2.3,10,2.3,10,2.3,10,2.3,10.0,2.3,10,2.3,10,2.3,10,2.3,10.0,2.3,10,2.3,10,2.3
February-02,12,2.3,12,2.3,12,2.3,12,2.3,12,2.3,12,2.3,12,2.3,12,2.3,12,2.3,12.0,2.3,12,2.3,12,2.3,12,2.3,12.0,2.3,12,2.3,12,2.3
February-03,13,3.0,13,3.0,13,3.0,13,3.0,13,3.0,13,3.0,13,3.0,13,3.0,13,3.0,13.0,3.0,13,3.0,13,3.0,13,3.0,13.0,3.0,13,3.0,13,3.0
February-04,13,2.7,13,2.7,13,2.7,13,2.7,13,2.7,13,2.7,13,2.7,13,2.7,13,2.7,13.0,2.7,13,2.7,13,2.7,13,2.7,13.0,2.7,13,2.7,13,2.7
February-05,7,1.6,7,1.6,7,1.6,7,1.6,7,1.6,7,1.6,7,1.6,7,1.6,7,1.6,7.0,1.6,7,1.6,7,1.6,7,1.6,7.0,1.6,7,1.6,7,1.6
February-06,8,2.6,8,2.6,8,2.6,8,2.6,8,2.6,8,2.6,8,2.6,8,2.6,8,2.6,8.0,2.6,8,2.6,8,2.6,8,2.6,8.0,2.6,8,2.6,8,2.6
February-07,15,5.1,15,5.1,15,5.1,15,5.1,15,5.1,15,5.1,15,5.1,15,5.1,15,5.1,15.0,5.1,15,5.1,15,5.1,15,5.1,15.0,5.1,15,5.1,15,5.1
February-08,16,5.1,16,5.1,16,5.1,16,5.1,16,5.1,16,5.1,16,5.1,16,5.1,16,5.1,16.0,5.1,16,5.1,16,5.1,16,5.1,16.0,5.1,16,5.1,16,5.1
February-09,8,2.1,8,2.1,8,2.1,8,2.1,8,2.1,8,2.1,8,2.1,8,2.1,8,2.1,8.0,2.1,8,2.1,8,2.1,8,2.1,8.0,2.1,8,2.1,8,2.1
February-10,10,2.6,10,2.6,10,2.6,10,2.6,10,2.6,10,2.6,10,2.6,10,2.6,10,2.6,10.0,2.6,10,2.6,10,2.6,10,2.6,10.0,2.6,10,2.6,10,2.6
February-11,9,2.2,9,2.2,9,2.2,9,2.2,9,2.2,9,2.2,9,2.2,9,2.2,9,2.2,9.0,2.2,9,2.2,9,2.2,9,2.2,9.0,2.2,9,2.2,9,2.2
February-12,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5.0,1.2,5,1.2,5,1.2,5,1.2,5.0,1.2,5,1.2,5,1.2
February-13,13,4.5,13,4.5,13,4.5,13,4.5,13,4.5,13,4.5,13,4.5,13,4.5,13,4.5,13.0,4.5,13,4.5,13,4.5,13,4.5,13.0,4.5,13,4.5,13,4.5
February-14,8,2.5,8,2.5,8,2.5,8,2.5,8,2.5,8,2.5,8,2.5,8,2.5,8,2.5,8.0,2.5,8,2.5,8,2.5,8,2.5,8.0,2.5,8,2.5,8,2.5
February-15,11,2.5,11,2.5,11,2.5,11,2.5,11,2.5,11,2.5,11,2.5,11,2.5,11,2.5,11.0,2.5,11,2.5,11,2.5,11,2.5,11.0,2.5,11,2.5,11,2.5
February-16,13,3.3,13,3.3,13,3.3,13,3.3,13,3.3,13,3.3,13,3.3,13,3.3,13,3.3,13.0,3.3,13,3.3,13,3.3,13,3.3,13.0,3.3,13,3.3,13,3.3
February-17,16,3.6,16,3.6,16,3.6,16,3.6,16,3.6,16,3.6,16,3.6,16,3.6,16,3.6,16.0,3.6,16,3.6,16,3.6,16,3.6,16.0,3.6,16,3.6,16,3.6
February-18,15,3.8,15,3.8,15,3.8,15,3.8,15,3.8,15,3.8,15,3.8,15,3.8,15,3.8,15.0,3.8,15,3.8,15,3.8,15,3.8,15.0,3.8,15,3.8,15,3.8
February-19,8,2.0,8,2.0,8,2.0,8,2.0,8,2.0,8,2.0,8,2.0,8,2.0,8,2.0,8.0,2.0,8,2.0,8,2.0,8,2.0,8.0,2.0,8,2.0,8,2.0
February-20,5,1.4,5,1.4,5,1.4,5,1.4,5,1.4,5,1.4,5,1.4,5,1.4,5,1.4,5.0,1.4,5,1.4,5,1.4,5,1.4,5.0,1.4,5,1.4,5,1.4
February-21,7,2.1,7,2.1,7,2.1,7,2.1,7,2.1,7,2.1,7,2.1,7,2.1,7,2.1,7.0,2.1,7,2.1,7,2.1,7,2.1,7.0,2.1,7,2.1,7,2.1
February-22,7,1.9,7,1.9,7,1.9,7,1.9,7,1.9,7,1.9,7,1.9,7,1.9,7,1.9,7.0,1.9,7,1.9,7,1.9,7,1.9,7.0,1.9,7,1.9,7,1.9
February-23,18,4.5,18,4.5,18,4.5,18,4.5,18,4.5,18,4.5,18,4.5,18,4.5,18,4.5,18.0,4.5,18,4.5,18,4.5,18,4.5,18.0,4.5,18,4.5,18,4.5
February-24,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,,,5,1.2,5,1.2,5,1.2,5.0,1.2,5,1.2,5,1.2
February-25,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5.0,1.2,5,1.2,5,1.2,5,1.2,5.0,1.2,5,1.2,5,1.2
February-26,11,2.3,11,2.3,11,2.3,11,2.3,11,2.3,11,2.3,11,2.3,11,2.3,11,2.3,11.0,2.3,11,2.3,11,2.3,11,2.3,11.0,2.3,11,2.3,11,2.3
February-27,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5,1.2,5.0,1.2,5,1.2,5,1.2,5,1.2,5.0,1.2,5,1.2,5,1.2
February-28,8,2.1,8,2.1,8,2.1,8,2.1,8,2.1,8,2.1,8,2.1,8,2.1,8,2.1,8.0,2.1,8,2.1,8,2.1,8,2.1,8.0,2.1,8,2.1,8,2.1
March-01,8,1.4,8,1.4,8,1.4,8,1.4,8,1.4,8,1.4,8,1.4,8,1.4,8,1.4,8.0,1.4,8,1.4,8,1.4,8,1.4,8.0,1.4,8,1.4,8,1.4
March-02,7,1.4,7,1.4,7,1.4,7,1.4,7,1.4,7,1.4,7,1.4,7,1.4,7,1.4,7.0,1.4,7,1.4,7,1.4,7,1.4,7.0,1.4,7,1.4,7,1.4
March-03,5,0.8,5,0.8,5,0.8,5,0.8,5,0.8,5,0.8,5,0.8,5,0.8,5,0.8,5.0,0.8,5,0.8,5,0.8,5,0.8,5.0,0.8,5,0.8,5,0.8
March-04,7,1.1,7,1.1,7,1.1,7,1.1,7,1.1,7,1.1,7,1.1,7,1.1,7,1.1,7.0,1.1,7,1.1,7,1.1,7,1.1,7.0,1.1,7,1.1,7,1.1
March-05,6,0.9,6,0.9,6,0.9,6,0.9,6,0.9,6,0.9,6,0.9,6,0.9,6,0.9,6.0,0.9,6,0.9,6,0.9,6,0.9,6.0,0.9,6,0.9,6,0.9
March-06,10,1.9,10,1.9,10,1.9,10,1.9,10,1.9,10,1.9,10,1.9,10,1.9,10,1.9,10.0,1.9,10,1.9,10,1.9,10,1.9,10.0,1.9,10,1.9,10,1.9
March-07,11,1.8,11,1.8,11,1.8,11,1.8,11,1.8,11,1.8,11,1.8,11,1.8,11,1.8,11.0,1.8,11,1.8,11,1.8,11,1.8,11.0,1.8,11,1.8,11,1.8
March-08,14,1.7,14,1.7,14,1.7,14,1.7,14,1.7,14,1.7,14,1.7,14,1.7,14,1.7,14.0,1.7,14,1.7,14,1.7,14,1.7,14.0,1.7,14,1.7,14,1.7
